"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"NGA",25,2002,100.29500603108562376,34664.112992322972027
"NGA",26,2002,82.92362425855008896,25731.76628857702517
"NGA",27,2002,268.69654361693608614,85104.0576038698241778
"NGA",28,2002,2541.20062733762264692,890102.716910604133459
"NGA",29,2002,4299.85736689309201594,1524858.438545149324934
"NGA",30,2002,547.08596197393883167,176808.958331595026639
"NGA",31,2002,493.25274384095201738,151712.589559030548419
"NGA",32,2002,3.26503875830023886,1148.747790552737488
"NGA",33,2002,321.09350927630890296,124735.333281591924422
"NGA",34,2002,0.0,9.614518992683678
"NGA",35,2002,1504.20393789226305425,520306.216157606001647
"NGA",36,2002,0.5284439845800782,199.019277127332567
"NGA",37,2002,0.60101777485622831,281.594204237353331
"NGA",1,2003,605.93199943698094108,222659.688779054327412
"NGA",2,2003,58.89395631943307936,21949.511568319260802
"NGA",3,2003,418.55278828614800228,156769.167938587842880
"NGA",4,2003,23.71900431990885491,8125.505986759599745
"NGA",5,2003,0.07589895890299479,23.86367221318224
"NGA",6,2003,36.78810313364014129,18133.972683081594560
"NGA",7,2003,62.38639035762288405,19746.913143614244291
"NGA",8,2003,1.27463319533257379,41.2063052642678
"NGA",9,2003,1737.95274211943992817,694675.002275377906552
"NGA",10,2003,665.69938035872511980,292748.781478117747566
"NGA",11,2003,52.81177281991887944,18650.78068548672505
"NGA",12,2003,2134.49132693757759080,830338.301026298134582
"NGA",13,2003,46.50535710228001239,15835.459570727706784
"NGA",14,2003,78.21668668114338745,24355.149673130806861
"NGA",15,2003,9.80862131970811632,3001.97275637765688
"NGA",16,2003,0.0,60.725570745202510
"NGA",17,2003,384.80073411259901632,125381.403813911129814
"NGA",19,2003,7.43995576528862810,2119.76986517349543
"NGA",22,2003,5.88807293187120367,2042.806376484244495
"NGA",23,2003,347.28815745744305810,123380.655315129273773
"NGA",24,2003,486.07622237069620813,158912.984183846353763
"NGA",25,2003,45.18180952674533587,18654.008480832039477
"NGA",26,2003,142.48620271181092548,44780.300500362450075
"NGA",27,2003,1531.81744015952642928,448657.188457101713421
"NGA",28,2003,446.84450980460972294,154640.582770396998695
"NGA",29,2003,800.02254081237042427,305614.573975865616808
"NGA",30,2003,134.77640637509520403,47584.275561432800528
"NGA",31,2003,408.56935176738709168,129850.043280914221535
"NGA",32,2003,0.75991410333930121,277.336837444630467
"NGA",33,2003,279.28772838409099456,102424.412415899561105
"NGA",34,2003,1.3528647978499349,384.12676947634768
"NGA",35,2003,2409.81751626875707317,788333.764455452824262
"NGA",36,2003,1.5855372080240886,539.40991915978017
